,score,label,ulasan,CaseFolding,Cleaning,HapusEmoji,Spasi,Tokenizing,Normalized_Words,Stopword Removal,Stemming,dataset_join
407,1,0,Payah gays,payah gays,payah gays,payah gays,payah gays,"['payah', 'gays']",['payah'],['payah'],['payah'],payah
408,1,0,"Aplikasi ga jls,,,,,","aplikasi ga jls,,,,,",aplikasi ga jls,aplikasi ga jls,aplikasi ga jls,"['aplikasi', 'ga', 'jls']","['aplikasi', 'tidak', 'jelas']","['aplikasi', 'ga', 'jls']","['aplikasi', 'tidak', 'jelas']",aplikasi tidak jelas
409,1,0,"Terlalu bnyak iklan yg muncul .. iklan di awal pas buka sih gpp .. udh nonton tv lama tiba"" muncul iklan by aplikasi bkn by channel .. iklannya jga gk nanggung"" ad 9 .. ya kali nungguin 9 iklan tayang smua .. keburu slesai siarannya ..","terlalu bnyak iklan yg muncul .. iklan di awal pas buka sih gpp .. udh nonton tv lama tiba"" muncul iklan by aplikasi bkn by channel .. iklannya jga gk nanggung"" ad 9 .. ya kali nungguin 9 iklan tayang smua .. keburu slesai siarannya ..",terlalu bnyak iklan yg muncul    iklan di awal pas buka sih gpp    udh nonton tv lama tiba  muncul iklan by aplikasi bkn by channel    iklannya jga gk nanggung  ad      ya kali nungguin   iklan tayang smua    keburu slesai siarannya,terlalu bnyak iklan yg muncul    iklan di awal pas buka sih gpp    udh nonton tv lama tiba  muncul iklan by aplikasi bkn by channel    iklannya jga gk nanggung  ad      ya kali nungguin   iklan tayang smua    keburu slesai siarannya,terlalu bnyak iklan yg muncul iklan di awal pas buka sih gpp udh nonton tv lama tiba  muncul iklan by aplikasi bkn by channel iklannya jga gk nanggung  ad ya kali nungguin iklan tayang smua keburu slesai siarannya,"['terlalu', 'bnyak', 'iklan', 'yg', 'muncul', 'iklan', 'di', 'awal', 'pas', 'buka', 'sih', 'gpp', 'udh', 'nonton', 'tv', 'lama', 'tiba', 'muncul', 'iklan', 'by', 'aplikasi', 'bkn', 'by', 'channel', 'iklannya', 'jga', 'gk', 'nanggung', 'ad', 'ya', 'kali', 'nungguin', 'iklan', 'tayang', 'smua', 'keburu', 'slesai', 'siarannya']","['banyak', 'iklan', 'muncul', 'iklan', 'buka', 'nonton', 'muncul', 'iklan', 'aplikasi', 'bukan', 'saluran', 'iklannya', 'tidak', 'nanggung', 'menunggu', 'iklan', 'tayang', 'selesai', 'siarannya']","['bnyak', 'iklan', 'muncul', 'iklan', 'buka', 'nonton', 'muncul', 'iklan', 'aplikasi', 'bkn', 'channel', 'iklannya', 'gk', 'nanggung', 'nungguin', 'iklan', 'tayang', 'slesai', 'siarannya']","['banyak', 'iklan', 'muncul', 'iklan', 'buka', 'nonton', 'muncul', 'iklan', 'aplikasi', 'bukan', 'salur', 'iklan', 'tidak', 'nanggung', 'tunggu', 'iklan', 'tayang', 'selesai', 'siar']",banyak iklan muncul iklan buka nonton muncul iklan aplikasi bukan salur iklan tidak nanggung tunggu iklan tayang selesai siar
410,1,0,Saya ga ikutan langganan malah saldo gopay saya ke potong terus. Ga ada konfirmasi nya,saya ga ikutan langganan malah saldo gopay saya ke potong terus. ga ada konfirmasi nya,saya ga ikutan langganan malah saldo gopay saya ke potong terus  ga ada konfirmasi nya,saya ga ikutan langganan malah saldo gopay saya ke potong terus  ga ada konfirmasi nya,saya ga ikutan langganan malah saldo gopay saya ke potong terus  ga ada konfirmasi nya,"['saya', 'ga', 'ikutan', 'langganan', 'malah', 'saldo', 'gopay', 'saya', 'ke', 'potong', 'terus', 'ga', 'ada', 'konfirmasi', 'nya']","['tidak', 'ikutan', 'langganan', 'saldo', 'potong', 'tidak', 'konfirmasi']","['ga', 'ikutan', 'langganan', 'saldo', 'potong', 'ga', 'konfirmasi']","['tidak', 'ikut', 'langgan', 'saldo', 'potong', 'tidak', 'konfirmasi']",tidak ikut langgan saldo potong tidak konfirmasi
411,1,0,Lemot banget sekarang padahal jaringan internet aman. Mau di hp sama di tv sama aja.. Sebelum2nya nonton film ga ada buffer sama sekali. Sekalinya buffer bukan lanjutin film nya malah ulang dari awal..,lemot banget sekarang padahal jaringan internet aman. mau di hp sama di tv sama aja.. sebelum2nya nonton film ga ada buffer sama sekali. sekalinya buffer bukan lanjutin film nya malah ulang dari awal..,lemot banget sekarang padahal jaringan internet aman  mau di hp sama di tv sama aja   sebelum nya nonton film ga ada buffer sama sekali  sekalinya buffer bukan lanjutin film nya malah ulang dari awal,lemot banget sekarang padahal jaringan internet aman  mau di hp sama di tv sama aja   sebelum nya nonton film ga ada buffer sama sekali  sekalinya buffer bukan lanjutin film nya malah ulang dari awal,lemot banget sekarang padahal jaringan internet aman  mau di hp sama di tv sama aja sebelum nya nonton film ga ada buffer sama sekali  sekalinya buffer bukan lanjutin film nya malah ulang dari awal,"['lemot', 'banget', 'sekarang', 'padahal', 'jaringan', 'internet', 'aman', 'mau', 'di', 'hp', 'sama', 'di', 'tv', 'sama', 'aja', 'sebelum', 'nya', 'nonton', 'film', 'ga', 'ada', 'buffer', 'sama', 'sekali', 'sekalinya', 'buffer', 'bukan', 'lanjutin', 'film', 'nya', 'malah', 'ulang', 'dari', 'awal']","['lelet', 'internet', 'aman', 'nonton', 'film', 'tidak', 'sekalinya', 'lanjutkan', 'film']","['lemot', 'internet', 'aman', 'nonton', 'film', 'ga', 'sekalinya', 'lanjutin', 'film']","['lelet', 'internet', 'aman', 'nonton', 'film', 'tidak', 'sekali', 'lanjut', 'film']",lelet internet aman nonton film tidak sekali lanjut film
412,1,0,"Saya kasih tau yah. Ini aplikasi asli parah. Udah beli paket lama masuk. Gak otomatis di sistem. Beli paket 30 hari , tapi cuma di kasih cuma 20 hari aja. Asli parah ini aplikasi. Gila parah. Gak kaya aplikasi lain disney hotsar, neflix , palingan apa balasanya dari komentar saya ini. Palingan di bilang segera hub email kami send feed back itu aja terus sampai botak.","saya kasih tau yah. ini aplikasi asli parah. udah beli paket lama masuk. gak otomatis di sistem. beli paket 30 hari , tapi cuma di kasih cuma 20 hari aja. asli parah ini aplikasi. gila parah. gak kaya aplikasi lain disney hotsar, neflix , palingan apa balasanya dari komentar saya ini. palingan di bilang segera hub email kami send feed back itu aja terus sampai botak.",saya kasih tau yah  ini aplikasi asli parah  udah beli paket lama masuk  gak otomatis di sistem  beli paket   hari   tapi cuma di kasih cuma   hari aja  asli parah ini aplikasi  gila parah  gak kaya aplikasi lain disney hotsar  neflix   palingan apa balasanya dari komentar saya ini  palingan di bilang segera hub email kami send feed back itu aja terus sampai botak,saya kasih tau yah  ini aplikasi asli parah  udah beli paket lama masuk  gak otomatis di sistem  beli paket   hari   tapi cuma di kasih cuma   hari aja  asli parah ini aplikasi  gila parah  gak kaya aplikasi lain disney hotsar  neflix   palingan apa balasanya dari komentar saya ini  palingan di bilang segera hub email kami send feed back itu aja terus sampai botak,saya kasih tau yah  ini aplikasi asli parah  udah beli paket lama masuk  gak otomatis di sistem  beli paket hari tapi cuma di kasih cuma hari aja  asli parah ini aplikasi  gila parah  gak kaya aplikasi lain disney hotsar  neflix palingan apa balasanya dari komentar saya ini  palingan di bilang segera hub email kami send feed back itu aja terus sampai botak,"['saya', 'kasih', 'tau', 'yah', 'ini', 'aplikasi', 'asli', 'parah', 'udah', 'beli', 'paket', 'lama', 'masuk', 'gak', 'otomatis', 'di', 'sistem', 'beli', 'paket', 'hari', 'tapi', 'cuma', 'di', 'kasih', 'cuma', 'hari', 'aja', 'asli', 'parah', 'ini', 'aplikasi', 'gila', 'parah', 'gak', 'kaya', 'aplikasi', 'lain', 'disney', 'hotsar', 'neflix', 'palingan', 'apa', 'balasanya', 'dari', 'komentar', 'saya', 'ini', 'palingan', 'di', 'bilang', 'segera', 'hub', 'email', 'kami', 'send', 'feed', 'back', 'itu', 'aja', 'terus', 'sampai', 'botak']","['kasih', 'tahu', 'aplikasi', 'asli', 'parah', 'udah', 'beli', 'masuk', 'tidak', 'otomatis', 'sistem', 'beli', 'kasih', 'asli', 'parah', 'aplikasi', 'gila', 'parah', 'tidak', 'kaya', 'aplikasi', 'neflix', 'palingan', 'balasannya', 'komentar', 'palingan', 'bilang', 'botak']","['kasih', 'tau', 'aplikasi', 'asli', 'parah', 'udah', 'beli', 'masuk', 'gak', 'otomatis', 'sistem', 'beli', 'kasih', 'asli', 'parah', 'aplikasi', 'gila', 'parah', 'gak', 'kaya', 'aplikasi', 'neflix', 'palingan', 'balasanya', 'komentar', 'palingan', 'bilang', 'botak']","['kasih', 'tahu', 'aplikasi', 'asli', 'parah', 'udah', 'beli', 'masuk', 'tidak', 'otomatis', 'sistem', 'beli', 'kasih', 'asli', 'parah', 'aplikasi', 'gila', 'parah', 'tidak', 'kaya', 'aplikasi', 'neflix', 'paling', 'balas', 'komentar', 'paling', 'bilang', 'botak']",kasih tahu aplikasi asli parah udah beli masuk tidak otomatis sistem beli kasih asli parah aplikasi gila parah tidak kaya aplikasi neflix paling balas komentar paling bilang botak
413,1,0,"Main fantasy team dibatalkan mulu, hadiah poin vidio jg berkurang","main fantasy team dibatalkan mulu, hadiah poin vidio jg berkurang",main fantasy team dibatalkan mulu  hadiah poin vidio jg berkurang,main fantasy team dibatalkan mulu  hadiah poin vidio jg berkurang,main fantasy team dibatalkan mulu  hadiah poin vidio jg berkurang,"['main', 'fantasy', 'team', 'dibatalkan', 'mulu', 'hadiah', 'poin', 'vidio', 'jg', 'berkurang']","['main', 'dibatalkan', 'mulu', 'hadiah', 'poin', 'vidio', 'juga', 'berkurang']","['main', 'dibatalkan', 'mulu', 'hadiah', 'poin', 'vidio', 'jg', 'berkurang']","['main', 'batal', 'mulu', 'hadiah', 'poin', 'vidio', 'juga', 'kurang']",main batal mulu hadiah poin vidio juga kurang
414,1,0,Kepada pihak Video. Tolong gk usah iklan di tv apalagi yg di iklan kn nya itu film² berbau sex. Sudah hancur generasi ini melihat tontonan yang tidak layak di lihat. Anak²yg masih di bawah 20 thnan sudah dengan mudah mengakses film yg tidak pantas seperti film terbarunya zg open b*!!! Semoga di baca pihak video!!,kepada pihak video. tolong gk usah iklan di tv apalagi yg di iklan kn nya itu film² berbau sex. sudah hancur generasi ini melihat tontonan yang tidak layak di lihat. anak²yg masih di bawah 20 thnan sudah dengan mudah mengakses film yg tidak pantas seperti film terbarunya zg open b*!!! semoga di baca pihak video!!,kepada pihak video  tolong gk usah iklan di tv apalagi yg di iklan kn nya itu film² berbau sex  sudah hancur generasi ini melihat tontonan yang tidak layak di lihat  anak²yg masih di bawah   thnan sudah dengan mudah mengakses film yg tidak pantas seperti film terbarunya zg open b*    semoga di baca pihak video,kepada pihak video  tolong gk usah iklan di tv apalagi yg di iklan kn nya itu film berbau sex  sudah hancur generasi ini melihat tontonan yang tidak layak di lihat  anakyg masih di bawah   thnan sudah dengan mudah mengakses film yg tidak pantas seperti film terbarunya zg open b*    semoga di baca pihak video,kepada pihak video  tolong gk usah iklan di tv apalagi yg di iklan kn nya itu film berbau sex  sudah hancur generasi ini melihat tontonan yang tidak layak di lihat  anakyg masih di bawah thnan sudah dengan mudah mengakses film yg tidak pantas seperti film terbarunya zg open b* semoga di baca pihak video,"['kepada', 'pihak', 'video', 'tolong', 'gk', 'usah', 'iklan', 'di', 'tv', 'apalagi', 'yg', 'di', 'iklan', 'kn', 'nya', 'itu', 'film', 'berbau', 'sex', 'sudah', 'hancur', 'generasi', 'ini', 'melihat', 'tontonan', 'yang', 'tidak', 'layak', 'di', 'lihat', 'anakyg', 'masih', 'di', 'bawah', 'thnan', 'sudah', 'dengan', 'mudah', 'mengakses', 'film', 'yg', 'tidak', 'pantas', 'seperti', 'film', 'terbarunya', 'zg', 'open', 'b', '*', 'semoga', 'di', 'baca', 'pihak', 'video']","['tolong', 'tidak', 'iklan', 'iklan', 'film', 'berbau', 'hancur', 'generasi', 'tontonan', 'layak', 'lihat', 'mudah', 'mengakses', 'film', 'film', 'terbarunya', 'semoga', 'baca']","['tolong', 'gk', 'iklan', 'iklan', 'film', 'berbau', 'hancur', 'generasi', 'tontonan', 'layak', 'lihat', 'mudah', 'mengakses', 'film', 'film', 'terbarunya', 'semoga', 'baca']","['tolong', 'tidak', 'iklan', 'iklan', 'film', 'bau', 'hancur', 'generasi', 'tonton', 'layak', 'lihat', 'mudah', 'akses', 'film', 'film', 'baru', 'moga', 'baca']",tolong tidak iklan iklan film bau hancur generasi tonton layak lihat mudah akses film film baru moga baca
415,1,0,"Mau nonton siaran ulang aja tiba-tiba macet..padalan udah pake data / wifi sama aja..minusnya banyak sekarang, pantesan dapet rating jelek, hadeh.","mau nonton siaran ulang aja tiba-tiba macet..padalan udah pake data / wifi sama aja..minusnya banyak sekarang, pantesan dapet rating jelek, hadeh.",mau nonton siaran ulang aja tiba tiba macet  padalan udah pake data   wifi sama aja  minusnya banyak sekarang  pantesan dapet rating jelek  hadeh,mau nonton siaran ulang aja tiba tiba macet  padalan udah pake data   wifi sama aja  minusnya banyak sekarang  pantesan dapet rating jelek  hadeh,mau nonton siaran ulang aja tiba tiba macet  padalan udah pake data wifi sama aja  minusnya banyak sekarang  pantesan dapet rating jelek  hadeh,"['mau', 'nonton', 'siaran', 'ulang', 'aja', 'tiba', 'tiba', 'macet', 'padalan', 'udah', 'pake', 'data', 'wifi', 'sama', 'aja', 'minusnya', 'banyak', 'sekarang', 'pantesan', 'dapet', 'rating', 'jelek', 'hadeh']","['nonton', 'siaran', 'macet', 'udah', 'kurangnya', 'pantesan', 'dapet', 'peringkat', 'jelek']","['nonton', 'siaran', 'macet', 'udah', 'minusnya', 'pantesan', 'dapet', 'rating', 'jelek']","['nonton', 'siar', 'macet', 'udah', 'kurang', 'pantesan', 'dapet', 'peringkat', 'jelek']",nonton siar macet udah kurang pantesan dapet peringkat jelek
416,1,0,Mau download film susah,mau download film susah,mau download film susah,mau download film susah,mau download film susah,"['mau', 'download', 'film', 'susah']","['unduh', 'film', 'susah']","['download', 'film', 'susah']","['unduh', 'film', 'susah']",unduh film susah
417,1,0,Gak bisa di download,gak bisa di download,gak bisa di download,gak bisa di download,gak bisa di download,"['gak', 'bisa', 'di', 'download']","['tidak', 'unduh']","['gak', 'download']","['tidak', 'unduh']",tidak unduh
418,1,0,udah apl ni boros kuota kebanyakan iklan,udah apl ni boros kuota kebanyakan iklan,udah apl ni boros kuota kebanyakan iklan,udah apl ni boros kuota kebanyakan iklan,udah apl ni boros kuota kebanyakan iklan,"['udah', 'apl', 'ni', 'boros', 'kuota', 'kebanyakan', 'iklan']","['udah', 'aplikasi', 'boros', 'kebanyakan', 'iklan']","['udah', 'apl', 'boros', 'kebanyakan', 'iklan']","['udah', 'aplikasi', 'boros', 'banyak', 'iklan']",udah aplikasi boros banyak iklan
419,1,0,"Makin ngaco, akun saya sudah berlangganan premiere untuk 1 bulan tapi ketika sedang nonton film selalu muncul notofikasi untuk membeli paket premiere, kecewa","makin ngaco, akun saya sudah berlangganan premiere untuk 1 bulan tapi ketika sedang nonton film selalu muncul notofikasi untuk membeli paket premiere, kecewa",makin ngaco  akun saya sudah berlangganan premiere untuk   bulan tapi ketika sedang nonton film selalu muncul notofikasi untuk membeli paket premiere  kecewa,makin ngaco  akun saya sudah berlangganan premiere untuk   bulan tapi ketika sedang nonton film selalu muncul notofikasi untuk membeli paket premiere  kecewa,makin ngaco  akun saya sudah berlangganan premiere untuk bulan tapi ketika sedang nonton film selalu muncul notofikasi untuk membeli paket premiere  kecewa,"['makin', 'ngaco', 'akun', 'saya', 'sudah', 'berlangganan', 'premiere', 'untuk', 'bulan', 'tapi', 'ketika', 'sedang', 'nonton', 'film', 'selalu', 'muncul', 'notofikasi', 'untuk', 'membeli', 'paket', 'premiere', 'kecewa']","['ngaco', 'akun', 'berlangganan', 'nonton', 'film', 'muncul', 'membeli', 'kecewa']","['ngaco', 'akun', 'berlangganan', 'nonton', 'film', 'muncul', 'membeli', 'kecewa']","['ngaco', 'akun', 'langgan', 'nonton', 'film', 'muncul', 'beli', 'kecewa']",ngaco akun langgan nonton film muncul beli kecewa
420,1,0,Aplikasi bangkek masa udah beli peket sebulan gk bisa nonton Baru sehari udah suruh beli paket lagi.,aplikasi bangkek masa udah beli peket sebulan gk bisa nonton baru sehari udah suruh beli paket lagi.,aplikasi bangkek masa udah beli peket sebulan gk bisa nonton baru sehari udah suruh beli paket lagi,aplikasi bangkek masa udah beli peket sebulan gk bisa nonton baru sehari udah suruh beli paket lagi,aplikasi bangkek masa udah beli peket sebulan gk bisa nonton baru sehari udah suruh beli paket lagi,"['aplikasi', 'bangkek', 'masa', 'udah', 'beli', 'peket', 'sebulan', 'gk', 'bisa', 'nonton', 'baru', 'sehari', 'udah', 'suruh', 'beli', 'paket', 'lagi']","['aplikasi', 'busuk', 'udah', 'beli', 'sebulan', 'tidak', 'nonton', 'sehari', 'udah', 'suruh', 'beli']","['aplikasi', 'bangkek', 'udah', 'beli', 'sebulan', 'gk', 'nonton', 'sehari', 'udah', 'suruh', 'beli']","['aplikasi', 'busuk', 'udah', 'beli', 'bulan', 'tidak', 'nonton', 'hari', 'udah', 'suruh', 'beli']",aplikasi busuk udah beli bulan tidak nonton hari udah suruh beli
421,1,0,cape2 download banyak eps tiba2 besoknya ilang semua ga jelas,cape2 download banyak eps tiba2 besoknya ilang semua ga jelas,cape  download banyak eps tiba  besoknya ilang semua ga jelas,cape  download banyak eps tiba  besoknya ilang semua ga jelas,cape  download banyak eps tiba  besoknya ilang semua ga jelas,"['cape', 'download', 'banyak', 'eps', 'tiba', 'besoknya', 'ilang', 'semua', 'ga', 'jelas']","['cape', 'unduh', 'besoknya', 'hilang', 'tidak']","['cape', 'download', 'besoknya', 'ilang', 'ga']","['cape', 'unduh', 'besok', 'hilang', 'tidak']",cape unduh besok hilang tidak
422,1,0,"Aplikasi gajelas bangettttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt, mending jangan download aja dah.","aplikasi gajelas bangettttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt, mending jangan download aja dah.",aplikasi gajelas bangettttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt  mending jangan download aja dah,aplikasi gajelas bangettttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt  mending jangan download aja dah,aplikasi gajelas banget  mending jangan download aja dah,"['aplikasi', 'gajelas', 'bangettttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt', 'mending', 'jangan', 'download', 'aja', 'dah']","['aplikasi', 'tidak jelas', 'bangettttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt', 'mending', 'unduh']","['aplikasi', 'gajelas', 'bangettttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt', 'mending', 'download']","['aplikasi', 'tidak jelas', 'bangettttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt', 'mending', 'unduh']",aplikasi tidak jelas bangettttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt mending unduh
423,1,0,"Byk iklan dan mesti keluar"" sendiri buka aplikkasi lama","byk iklan dan mesti keluar"" sendiri buka aplikkasi lama",byk iklan dan mesti keluar  sendiri buka aplikkasi lama,byk iklan dan mesti keluar  sendiri buka aplikkasi lama,byk iklan dan mesti keluar  sendiri buka aplikkasi lama,"['byk', 'iklan', 'dan', 'mesti', 'keluar', 'sendiri', 'buka', 'aplikkasi', 'lama']","['iklan', 'harus', 'buka']","['iklan', 'mesti', 'buka']","['iklan', 'harus', 'buka']",iklan harus buka
